Start Time (s),End Time (s),Duration (s)
6.000,10.000,4.000
115.000,124.000,9.000
232.000,234.000,2.000
488.000,489.000,1.000
491.000,495.000,4.000
577.000,579.000,2.000
590.000,593.000,3.000
594.000,599.000,5.000
608.000,610.000,2.000
