Start Time (s),End Time (s),Duration (s)
51.750,53.340,1.590
54.510,56.430,1.920
57.450,58.470,1.020
102.180,103.320,1.140
218.790,220.200,1.410
276.330,277.020,0.690
341.610,344.790,3.180
355.410,356.040,0.630
356.400,357.990,1.590
549.270,551.400,2.130
563.190,563.880,0.690
564.270,564.960,0.690
595.920,597.750,1.830
600.270,602.310,2.040
