Start Time (s),End Time (s),Duration (s)
8.502,9.903,1.401
117.464,124.079,6.615
231.421,234.475,3.054
283.025,285.674,2.649
286.079,291.108,5.029
291.530,295.715,4.185
295.951,298.415,2.464
380.714,381.541,0.827
493.321,494.266,0.945
592.057,593.508,1.451
595.297,599.245,3.949
