Start Time (s),End Time (s),Duration (s)
6.000,19.000,13.000
20.000,47.000,27.000
48.000,52.000,4.000
53.000,55.000,2.000
65.000,74.000,9.000
246.000,249.000,3.000
300.000,304.000,4.000
536.000,539.000,3.000
