Start Time (s),End Time (s),Duration (s)
5.060,8.300,3.240
8.603,12.029,3.426
163.364,166.165,2.801
264.226,265.357,1.131
514.752,516.592,1.839
558.509,562.508,3.999
601.793,603.987,2.194
