Start Time (s),End Time (s),Duration (s)
1.094,8.924,7.830
10.443,15.556,5.113
17.328,23.099,5.771
24.398,37.088,12.690
39.299,40.936,1.637
41.915,45.087,3.172
47.922,48.985,1.063
50.572,52.647,2.076
140.498,140.633,0.135
143.502,144.093,0.591
166.756,168.781,2.025
237.952,240.922,2.970
256.463,262.572,6.109
265.222,265.711,0.489
269.997,282.198,12.201
322.141,323.761,1.620
494.215,495.329,1.114
523.662,532.876,9.214
